id_venta,fecha,cliente,cuit,codigo_producto,producto,cantidad,precio_unit,total,medio_pago,vendedor
7,31/07/2026,Almacén Don Pepe 12,20196556981,SKU-1049,Auricular vincha,17,"$ 2.366,89","$ 40.237,13",Tarjeta,Camila Ruiz
105,15/07/2026,Diego García,20162720465,SKU-1050,Webcam HD,5,31634.85,158174.25,Transferencia,Lucía Gómez
2,2026-06-22,Comercio San Martín 4,20838425135,SKU-1005,Lapicera azul x12 Plus,10,27047.15,270471.5,Mercado Pago,Diego Torres
39,2026-08-15,Diego García,20162720465,SKU-1029,Bolsa consorcio x100 Plus,10,3969.97,39699.7,Tarjeta,Camila Ruiz
,99/99/9999,DATO ROTO,123,,,,,$ MAL,,
3,2026-08-28,María Pérez,27-83777014-3,SKU-1008,Carpeta oficio Plus,10,46407.82,464078.2,Tarjeta,Camila Ruiz
195,2026-06-03,Consumidor Final,20443135182,SKU-1020,Detergente 5L Plus,3,28411.64,85234.92,Tarjeta,Diego Torres
140,2026-07-03,Kiosco El Faro 2,20191361939,SKU-1006,Lapicera azul x12 Eco,7,"$ 20.114,50","$ 140.801,50",Transferencia,Diego Torres
188,2026-07-24,Juan Sánchez,20735454948,SKU-1011,Cuaderno espiral Plus,16,51943.03,831088.48,Tarjeta,Martín Pérez
51,2026-08-14,Martín Díaz,27763201632,SKU-1024,Papel higiénico x30 Eco,13,51217.52,665827.76,Mercado Pago,Lucía Gómez
199,2026-07-22,  TECH HOGAR SA 3  ,30435346247,SKU-1024,Papel higiénico x30 Eco,2,"$ 51.217,52","$ 102.435,04",Transferencia,Camila Ruiz
198,2026-06-18,Diego Rodríguez,27694531473,SKU-1007,Carpeta oficio,9,6837.13,61534.17,Mercado Pago,Diego Torres
127,2026-08-28,Almacén Don Pepe 12,20196556981,SKU-1011,Cuaderno espiral Plus,20,51943.03,1038860.6,Transferencia,Diego Torres
152,2026-06-06,Kiosco El Faro 13,20883561595,SKU-1019,Detergente 5L,7,28643.36,200503.52,Efectivo,Camila Ruiz
95,2026-06-28,Ana Romero,20236231665,SKU-1014,Tóner alternativo Plus,5,"$ 28.911,87","$ 144.559,35",Mercado Pago,Camila Ruiz
119,2026-08-24,Consumidor Final,20964990913,SKU-1006,Lapicera azul x12 Eco,5,20114.5,100572.5,Mercado Pago,Camila Ruiz
63,2026-06-27,Consumidor Final,20167190229,SKU-1049,Auricular vincha,19,2366.89,44970.91,Transferencia,Martín Pérez
160,2026-06-22,Diego Rodríguez,27694531473,SKU-1039,Cinta embalaje x6 Eco,15,36989.76,554846.4,Mercado Pago,Diego Torres
190,18/07/2026,Almacén Don Pepe 9,30232260256,SKU-1026,Desinfectante 5L Plus,17,"$ 47.913,52","$ 814.529,84",Efectivo,Camila Ruiz
